historical_success_rate,historical_failure_count,consecutive_failures,total_orders,customer_age_days,previous_recovery_success,root_cause,payment_method,attempt_number,amount_bucket,hour_of_day,day_of_week,action_type,delay_hours,recovered
0.556,5,1,7,174,1,insufficient_funds,netbanking,1,medium,11,1,ALTERNATIVE_PAYMENT,0,0
0.556,5,1,7,174,1,insufficient_funds,netbanking,1,medium,11,1,CUSTOMER_MESSAGE,0,0
0.941,0,2,44,612,1,processor_timeout,card,1,medium,20,5,RETRY_LATER,1,1
0.941,0,2,44,612,1,processor_timeout,card,1,medium,20,5,RETRY_LATER,6,1
0.941,0,2,44,612,1,processor_timeout,card,1,medium,20,5,RETRY_LATER,24,1
0.941,0,2,44,612,1,processor_timeout,card,1,medium,20,5,ALTERNATIVE_PAYMENT,0,1
0.941,0,2,44,612,1,processor_timeout,card,1,medium,20,5,CUSTOMER_MESSAGE,0,1
0.941,0,1,44,612,1,invalid_payment_method,wallet,1,low,22,2,RETRY_LATER,1,0
0.941,0,1,44,612,1,invalid_payment_method,wallet,1,low,22,2,RETRY_LATER,6,0
0.941,0,1,44,612,1,invalid_payment_method,wallet,1,low,22,2,RETRY_LATER,24,0
0.941,0,1,44,612,1,invalid_payment_method,wallet,1,low,22,2,ALTERNATIVE_PAYMENT,0,1
0.941,0,1,44,612,1,invalid_payment_method,wallet,1,low,22,2,CUSTOMER_MESSAGE,0,1
0.941,0,2,44,612,1,card_expired,wallet,2,medium,7,1,RETRY_LATER,1,0
0.941,0,2,44,612,1,card_expired,wallet,2,medium,7,1,RETRY_LATER,6,1
0.941,0,2,44,612,1,card_expired,wallet,2,medium,7,1,RETRY_LATER,24,0
0.941,0,2,44,612,1,card_expired,wallet,2,medium,7,1,ALTERNATIVE_PAYMENT,0,1
0.941,0,2,44,612,1,card_expired,wallet,2,medium,7,1,CUSTOMER_MESSAGE,0,0
0.941,0,4,44,612,1,repeated_failure,netbanking,1,high,16,2,RETRY_LATER,1,0
0.941,0,4,44,612,1,repeated_failure,netbanking,1,high,16,2,RETRY_LATER,6,1
0.941,0,4,44,612,1,repeated_failure,netbanking,1,high,16,2,RETRY_LATER,24,0
0.941,0,4,44,612,1,repeated_failure,netbanking,1,high,16,2,ALTERNATIVE_PAYMENT,0,0
0.941,0,4,44,612,1,repeated_failure,netbanking,1,high,16,2,CUSTOMER_MESSAGE,0,0
0.941,0,4,44,612,1,card_expired,upi,1,medium,14,0,RETRY_LATER,1,0
0.941,0,4,44,612,1,card_expired,upi,1,medium,14,0,RETRY_LATER,6,0
0.941,0,4,44,612,1,card_expired,upi,1,medium,14,0,RETRY_LATER,24,0
0.941,0,4,44,612,1,card_expired,upi,1,medium,14,0,ALTERNATIVE_PAYMENT,0,1
0.941,0,4,44,612,1,card_expired,upi,1,medium,14,0,CUSTOMER_MESSAGE,0,0
0.844,0,2,48,383,1,card_expired,card,1,low,16,0,RETRY_LATER,1,0
0.844,0,2,48,383,1,card_expired,card,1,low,16,0,RETRY_LATER,6,0
0.844,0,2,48,383,1,card_expired,card,1,low,16,0,RETRY_LATER,24,0
0.844,0,2,48,383,1,card_expired,card,1,low,16,0,ALTERNATIVE_PAYMENT,0,1
0.844,0,2,48,383,1,card_expired,card,1,low,16,0,CUSTOMER_MESSAGE,0,1
0.844,0,1,48,383,1,insufficient_funds,netbanking,1,high,2,5,RETRY_LATER,1,1
0.844,0,1,48,383,1,insufficient_funds,netbanking,1,high,2,5,RETRY_LATER,6,0
0.844,0,1,48,383,1,insufficient_funds,netbanking,1,high,2,5,RETRY_LATER,24,0
0.844,0,1,48,383,1,insufficient_funds,netbanking,1,high,2,5,ALTERNATIVE_PAYMENT,0,1
0.844,0,1,48,383,1,insufficient_funds,netbanking,1,high,2,5,CUSTOMER_MESSAGE,0,1
0.844,0,2,48,383,1,processor_timeout,upi,1,high,6,4,RETRY_LATER,1,1
0.844,0,2,48,383,1,processor_timeout,upi,1,high,6,4,RETRY_LATER,6,1
0.844,0,2,48,383,1,processor_timeout,upi,1,high,6,4,RETRY_LATER,24,1
0.844,0,2,48,383,1,processor_timeout,upi,1,high,6,4,ALTERNATIVE_PAYMENT,0,1
0.844,0,2,48,383,1,processor_timeout,upi,1,high,6,4,CUSTOMER_MESSAGE,0,0
0.844,0,2,48,383,1,unknown,netbanking,1,low,0,4,RETRY_LATER,1,0
0.844,0,2,48,383,1,unknown,netbanking,1,low,0,4,RETRY_LATER,6,1
0.844,0,2,48,383,1,unknown,netbanking,1,low,0,4,RETRY_LATER,24,0
0.844,0,2,48,383,1,unknown,netbanking,1,low,0,4,ALTERNATIVE_PAYMENT,0,1
0.844,0,2,48,383,1,unknown,netbanking,1,low,0,4,CUSTOMER_MESSAGE,0,1
0.844,0,1,48,383,1,temporary_failure,upi,1,low,21,3,RETRY_LATER,1,1
0.844,0,1,48,383,1,temporary_failure,upi,1,low,21,3,RETRY_LATER,6,1
0.844,0,1,48,383,1,temporary_failure,upi,1,low,21,3,RETRY_LATER,24,1
0.844,0,1,48,383,1,temporary_failure,upi,1,low,21,3,ALTERNATIVE_PAYMENT,0,1
0.844,0,1,48,383,1,temporary_failure,upi,1,low,21,3,CUSTOMER_MESSAGE,0,0
0.347,23,1,8,78,0,repeated_failure,card,1,high,11,3,RETRY_LATER,1,0
0.347,23,1,8,78,0,repeated_failure,card,1,high,11,3,RETRY_LATER,6,1
0.347,23,1,8,78,0,repeated_failure,card,1,high,11,3,RETRY_LATER,24,0
0.347,23,1,8,78,0,repeated_failure,card,1,high,11,3,ALTERNATIVE_PAYMENT,0,0
0.347,23,1,8,78,0,repeated_failure,card,1,high,11,3,CUSTOMER_MESSAGE,0,1
0.347,23,1,8,78,0,invalid_payment_method,netbanking,1,low,14,1,RETRY_LATER,1,0
0.347,23,1,8,78,0,invalid_payment_method,netbanking,1,low,14,1,RETRY_LATER,6,0
0.347,23,1,8,78,0,invalid_payment_method,netbanking,1,low,14,1,RETRY_LATER,24,0
0.347,23,1,8,78,0,invalid_payment_method,netbanking,1,low,14,1,ALTERNATIVE_PAYMENT,0,1
0.347,23,1,8,78,0,invalid_payment_method,netbanking,1,low,14,1,CUSTOMER_MESSAGE,0,0
0.347,23,3,8,78,0,bank_unavailable,netbanking,2,high,0,0,RETRY_LATER,1,0
0.347,23,3,8,78,0,bank_unavailable,netbanking,2,high,0,0,RETRY_LATER,6,1
0.347,23,3,8,78,0,bank_unavailable,netbanking,2,high,0,0,RETRY_LATER,24,0
0.347,23,3,8,78,0,bank_unavailable,netbanking,2,high,0,0,ALTERNATIVE_PAYMENT,0,1
0.347,23,3,8,78,0,bank_unavailable,netbanking,2,high,0,0,CUSTOMER_MESSAGE,0,0
0.347,23,1,8,78,0,temporary_failure,card,1,medium,14,2,RETRY_LATER,1,0
0.347,23,1,8,78,0,temporary_failure,card,1,medium,14,2,RETRY_LATER,6,0
0.347,23,1,8,78,0,temporary_failure,card,1,medium,14,2,RETRY_LATER,24,1
0.347,23,1,8,78,0,temporary_failure,card,1,medium,14,2,ALTERNATIVE_PAYMENT,0,0
0.347,23,1,8,78,0,temporary_failure,card,1,medium,14,2,CUSTOMER_MESSAGE,0,1
0.347,23,2,8,78,0,card_expired,card,3,high,17,0,RETRY_LATER,1,0
0.347,23,2,8,78,0,card_expired,card,3,high,17,0,RETRY_LATER,6,0
0.347,23,2,8,78,0,card_expired,card,3,high,17,0,RETRY_LATER,24,0
0.347,23,2,8,78,0,card_expired,card,3,high,17,0,ALTERNATIVE_PAYMENT,0,0
0.347,23,2,8,78,0,card_expired,card,3,high,17,0,CUSTOMER_MESSAGE,0,1
0.953,2,3,37,464,1,bank_unavailable,card,1,low,12,0,RETRY_LATER,1,1
0.953,2,3,37,464,1,bank_unavailable,card,1,low,12,0,RETRY_LATER,6,1
0.953,2,3,37,464,1,bank_unavailable,card,1,low,12,0,RETRY_LATER,24,1
0.953,2,3,37,464,1,bank_unavailable,card,1,low,12,0,ALTERNATIVE_PAYMENT,0,1
0.953,2,3,37,464,1,bank_unavailable,card,1,low,12,0,CUSTOMER_MESSAGE,0,0
0.953,2,1,37,464,1,invalid_payment_method,upi,1,high,7,2,RETRY_LATER,1,0
0.953,2,1,37,464,1,invalid_payment_method,upi,1,high,7,2,RETRY_LATER,6,0
0.953,2,1,37,464,1,invalid_payment_method,upi,1,high,7,2,RETRY_LATER,24,0
0.953,2,1,37,464,1,invalid_payment_method,upi,1,high,7,2,ALTERNATIVE_PAYMENT,0,1
0.953,2,1,37,464,1,invalid_payment_method,upi,1,high,7,2,CUSTOMER_MESSAGE,0,1
0.953,2,3,37,464,1,unknown,netbanking,1,low,8,1,RETRY_LATER,1,0
0.953,2,3,37,464,1,unknown,netbanking,1,low,8,1,RETRY_LATER,6,0
0.953,2,3,37,464,1,unknown,netbanking,1,low,8,1,RETRY_LATER,24,1
0.953,2,3,37,464,1,unknown,netbanking,1,low,8,1,ALTERNATIVE_PAYMENT,0,1
0.953,2,3,37,464,1,unknown,netbanking,1,low,8,1,CUSTOMER_MESSAGE,0,0
0.953,2,3,37,464,1,card_expired,netbanking,2,high,21,0,RETRY_LATER,1,0
0.953,2,3,37,464,1,card_expired,netbanking,2,high,21,0,RETRY_LATER,6,0
0.953,2,3,37,464,1,card_expired,netbanking,2,high,21,0,RETRY_LATER,24,0
0.953,2,3,37,464,1,card_expired,netbanking,2,high,21,0,ALTERNATIVE_PAYMENT,0,1
0.953,2,3,37,464,1,card_expired,netbanking,2,high,21,0,CUSTOMER_MESSAGE,0,1
0.953,2,1,37,464,1,insufficient_funds,upi,1,high,8,4,RETRY_LATER,1,0
0.953,2,1,37,464,1,insufficient_funds,upi,1,high,8,4,RETRY_LATER,6,0
0.953,2,1,37,464,1,insufficient_funds,upi,1,high,8,4,RETRY_LATER,24,1
0.953,2,1,37,464,1,insufficient_funds,upi,1,high,8,4,ALTERNATIVE_PAYMENT,0,1
0.953,2,1,37,464,1,insufficient_funds,upi,1,high,8,4,CUSTOMER_MESSAGE,0,1
0.635,3,1,1,7,0,temporary_failure,upi,2,high,5,5,RETRY_LATER,1,0
0.635,3,1,1,7,0,temporary_failure,upi,2,high,5,5,RETRY_LATER,6,0
0.635,3,1,1,7,0,temporary_failure,upi,2,high,5,5,RETRY_LATER,24,1
0.635,3,1,1,7,0,temporary_failure,upi,2,high,5,5,ALTERNATIVE_PAYMENT,0,0
0.635,3,1,1,7,0,temporary_failure,upi,2,high,5,5,CUSTOMER_MESSAGE,0,0
0.635,3,1,1,7,0,processor_timeout,netbanking,2,high,4,3,RETRY_LATER,1,1
0.635,3,1,1,7,0,processor_timeout,netbanking,2,high,4,3,RETRY_LATER,6,0
0.635,3,1,1,7,0,processor_timeout,netbanking,2,high,4,3,RETRY_LATER,24,0
0.635,3,1,1,7,0,processor_timeout,netbanking,2,high,4,3,ALTERNATIVE_PAYMENT,0,0
0.635,3,1,1,7,0,processor_timeout,netbanking,2,high,4,3,CUSTOMER_MESSAGE,0,0
0.635,3,2,1,7,0,insufficient_funds,card,2,medium,13,4,RETRY_LATER,1,0
0.635,3,2,1,7,0,insufficient_funds,card,2,medium,13,4,RETRY_LATER,6,0
0.635,3,2,1,7,0,insufficient_funds,card,2,medium,13,4,RETRY_LATER,24,1
0.635,3,2,1,7,0,insufficient_funds,card,2,medium,13,4,ALTERNATIVE_PAYMENT,0,0
0.635,3,2,1,7,0,insufficient_funds,card,2,medium,13,4,CUSTOMER_MESSAGE,0,1
0.635,3,2,1,7,0,repeated_failure,netbanking,1,medium,21,6,RETRY_LATER,1,0
0.635,3,2,1,7,0,repeated_failure,netbanking,1,medium,21,6,RETRY_LATER,6,1
0.635,3,2,1,7,0,repeated_failure,netbanking,1,medium,21,6,RETRY_LATER,24,0
0.635,3,2,1,7,0,repeated_failure,netbanking,1,medium,21,6,ALTERNATIVE_PAYMENT,0,0
0.635,3,2,1,7,0,repeated_failure,netbanking,1,medium,21,6,CUSTOMER_MESSAGE,0,1
0.635,3,2,1,7,0,unknown,card,1,medium,9,6,RETRY_LATER,1,1
0.635,3,2,1,7,0,unknown,card,1,medium,9,6,RETRY_LATER,6,1
0.635,3,2,1,7,0,unknown,card,1,medium,9,6,RETRY_LATER,24,1
0.635,3,2,1,7,0,unknown,card,1,medium,9,6,ALTERNATIVE_PAYMENT,0,1
0.635,3,2,1,7,0,unknown,card,1,medium,9,6,CUSTOMER_MESSAGE,0,0
0.85,5,3,12,650,1,card_expired,upi,2,medium,17,2,RETRY_LATER,1,0
0.85,5,3,12,650,1,card_expired,upi,2,medium,17,2,RETRY_LATER,6,0
0.85,5,3,12,650,1,card_expired,upi,2,medium,17,2,RETRY_LATER,24,0
0.85,5,3,12,650,1,card_expired,upi,2,medium,17,2,ALTERNATIVE_PAYMENT,0,0
0.85,5,3,12,650,1,card_expired,upi,2,medium,17,2,CUSTOMER_MESSAGE,0,1
0.85,5,1,12,650,1,bank_unavailable,wallet,1,medium,19,4,RETRY_LATER,1,0
0.85,5,1,12,650,1,bank_unavailable,wallet,1,medium,19,4,RETRY_LATER,6,1
0.85,5,1,12,650,1,bank_unavailable,wallet,1,medium,19,4,RETRY_LATER,24,1
0.85,5,1,12,650,1,bank_unavailable,wallet,1,medium,19,4,ALTERNATIVE_PAYMENT,0,1
0.85,5,1,12,650,1,bank_unavailable,wallet,1,medium,19,4,CUSTOMER_MESSAGE,0,0
0.85,5,2,12,650,1,insufficient_funds,upi,1,high,19,2,RETRY_LATER,1,1
0.85,5,2,12,650,1,insufficient_funds,upi,1,high,19,2,RETRY_LATER,6,0
0.85,5,2,12,650,1,insufficient_funds,upi,1,high,19,2,RETRY_LATER,24,0
0.85,5,2,12,650,1,insufficient_funds,upi,1,high,19,2,ALTERNATIVE_PAYMENT,0,0
0.85,5,2,12,650,1,insufficient_funds,upi,1,high,19,2,CUSTOMER_MESSAGE,0,1
0.85,5,3,12,650,1,card_expired,card,1,high,21,5,RETRY_LATER,1,0
0.85,5,3,12,650,1,card_expired,card,1,high,21,5,RETRY_LATER,6,0
0.85,5,3,12,650,1,card_expired,card,1,high,21,5,RETRY_LATER,24,0
0.85,5,3,12,650,1,card_expired,card,1,high,21,5,ALTERNATIVE_PAYMENT,0,1
0.85,5,3,12,650,1,card_expired,card,1,high,21,5,CUSTOMER_MESSAGE,0,1
0.85,5,1,12,650,1,repeated_failure,upi,1,medium,6,4,RETRY_LATER,1,0
0.85,5,1,12,650,1,repeated_failure,upi,1,medium,6,4,RETRY_LATER,6,0
0.85,5,1,12,650,1,repeated_failure,upi,1,medium,6,4,RETRY_LATER,24,1
0.85,5,1,12,650,1,repeated_failure,upi,1,medium,6,4,ALTERNATIVE_PAYMENT,0,1
0.85,5,1,12,650,1,repeated_failure,upi,1,medium,6,4,CUSTOMER_MESSAGE,0,0
0.651,2,1,3,54,0,invalid_payment_method,netbanking,2,low,7,6,RETRY_LATER,1,1
0.651,2,1,3,54,0,invalid_payment_method,netbanking,2,low,7,6,RETRY_LATER,6,0
0.651,2,1,3,54,0,invalid_payment_method,netbanking,2,low,7,6,RETRY_LATER,24,0
0.651,2,1,3,54,0,invalid_payment_method,netbanking,2,low,7,6,ALTERNATIVE_PAYMENT,0,0
0.651,2,1,3,54,0,invalid_payment_method,netbanking,2,low,7,6,CUSTOMER_MESSAGE,0,1
0.651,2,1,3,54,0,repeated_failure,card,2,medium,12,1,RETRY_LATER,1,0
0.651,2,1,3,54,0,repeated_failure,card,2,medium,12,1,RETRY_LATER,6,0
0.651,2,1,3,54,0,repeated_failure,card,2,medium,12,1,RETRY_LATER,24,0
0.651,2,1,3,54,0,repeated_failure,card,2,medium,12,1,ALTERNATIVE_PAYMENT,0,0
0.651,2,1,3,54,0,repeated_failure,card,2,medium,12,1,CUSTOMER_MESSAGE,0,0
0.651,2,2,3,54,0,insufficient_funds,card,2,high,14,0,RETRY_LATER,1,0
0.651,2,2,3,54,0,insufficient_funds,card,2,high,14,0,RETRY_LATER,6,1
0.651,2,2,3,54,0,insufficient_funds,card,2,high,14,0,RETRY_LATER,24,1
0.651,2,2,3,54,0,insufficient_funds,card,2,high,14,0,ALTERNATIVE_PAYMENT,0,0
0.651,2,2,3,54,0,insufficient_funds,card,2,high,14,0,CUSTOMER_MESSAGE,0,0
0.651,2,3,3,54,0,invalid_payment_method,wallet,2,high,13,6,RETRY_LATER,1,0
0.651,2,3,3,54,0,invalid_payment_method,wallet,2,high,13,6,RETRY_LATER,6,0
0.651,2,3,3,54,0,invalid_payment_method,wallet,2,high,13,6,RETRY_LATER,24,0
0.651,2,3,3,54,0,invalid_payment_method,wallet,2,high,13,6,ALTERNATIVE_PAYMENT,0,1
0.651,2,3,3,54,0,invalid_payment_method,wallet,2,high,13,6,CUSTOMER_MESSAGE,0,0
0.651,2,1,3,54,0,card_expired,wallet,2,medium,2,5,RETRY_LATER,1,0
0.651,2,1,3,54,0,card_expired,wallet,2,medium,2,5,RETRY_LATER,6,0
0.651,2,1,3,54,0,card_expired,wallet,2,medium,2,5,RETRY_LATER,24,0
0.651,2,1,3,54,0,card_expired,wallet,2,medium,2,5,ALTERNATIVE_PAYMENT,0,1
0.651,2,1,3,54,0,card_expired,wallet,2,medium,2,5,CUSTOMER_MESSAGE,0,1
0.327,27,1,4,24,1,processor_timeout,card,1,medium,17,3,RETRY_LATER,1,1
0.327,27,1,4,24,1,processor_timeout,card,1,medium,17,3,RETRY_LATER,6,1
0.327,27,1,4,24,1,processor_timeout,card,1,medium,17,3,RETRY_LATER,24,0
0.327,27,1,4,24,1,processor_timeout,card,1,medium,17,3,ALTERNATIVE_PAYMENT,0,0
0.327,27,1,4,24,1,processor_timeout,card,1,medium,17,3,CUSTOMER_MESSAGE,0,0
0.327,27,3,4,24,1,repeated_failure,wallet,1,medium,12,6,RETRY_LATER,1,0
0.327,27,3,4,24,1,repeated_failure,wallet,1,medium,12,6,RETRY_LATER,6,0
0.327,27,3,4,24,1,repeated_failure,wallet,1,medium,12,6,RETRY_LATER,24,0
0.327,27,3,4,24,1,repeated_failure,wallet,1,medium,12,6,ALTERNATIVE_PAYMENT,0,0
0.327,27,3,4,24,1,repeated_failure,wallet,1,medium,12,6,CUSTOMER_MESSAGE,0,0
0.327,27,2,4,24,1,unknown,card,1,medium,12,2,RETRY_LATER,1,0
0.327,27,2,4,24,1,unknown,card,1,medium,12,2,RETRY_LATER,6,0
0.327,27,2,4,24,1,unknown,card,1,medium,12,2,RETRY_LATER,24,0
0.327,27,2,4,24,1,unknown,card,1,medium,12,2,ALTERNATIVE_PAYMENT,0,0
0.327,27,2,4,24,1,unknown,card,1,medium,12,2,CUSTOMER_MESSAGE,0,0
0.327,27,1,4,24,1,temporary_failure,wallet,1,high,2,5,RETRY_LATER,1,0
0.327,27,1,4,24,1,temporary_failure,wallet,1,high,2,5,RETRY_LATER,6,1
0.327,27,1,4,24,1,temporary_failure,wallet,1,high,2,5,RETRY_LATER,24,1
0.327,27,1,4,24,1,temporary_failure,wallet,1,high,2,5,ALTERNATIVE_PAYMENT,0,1
0.327,27,1,4,24,1,temporary_failure,wallet,1,high,2,5,CUSTOMER_MESSAGE,0,0
0.327,27,1,4,24,1,invalid_payment_method,wallet,1,medium,2,3,RETRY_LATER,1,0
0.327,27,1,4,24,1,invalid_payment_method,wallet,1,medium,2,3,RETRY_LATER,6,0
0.327,27,1,4,24,1,invalid_payment_method,wallet,1,medium,2,3,RETRY_LATER,24,0
0.327,27,1,4,24,1,invalid_payment_method,wallet,1,medium,2,3,ALTERNATIVE_PAYMENT,0,0
0.327,27,1,4,24,1,invalid_payment_method,wallet,1,medium,2,3,CUSTOMER_MESSAGE,0,0
0.855,1,1,15,283,1,temporary_failure,netbanking,3,low,19,1,RETRY_LATER,1,1
0.855,1,1,15,283,1,temporary_failure,netbanking,3,low,19,1,RETRY_LATER,6,1
0.855,1,1,15,283,1,temporary_failure,netbanking,3,low,19,1,RETRY_LATER,24,0
0.855,1,1,15,283,1,temporary_failure,netbanking,3,low,19,1,ALTERNATIVE_PAYMENT,0,1
0.855,1,1,15,283,1,temporary_failure,netbanking,3,low,19,1,CUSTOMER_MESSAGE,0,1
0.855,1,3,15,283,1,invalid_payment_method,card,2,high,3,6,RETRY_LATER,1,0
0.855,1,3,15,283,1,invalid_payment_method,card,2,high,3,6,RETRY_LATER,6,0
0.855,1,3,15,283,1,invalid_payment_method,card,2,high,3,6,RETRY_LATER,24,1
0.855,1,3,15,283,1,invalid_payment_method,card,2,high,3,6,ALTERNATIVE_PAYMENT,0,1
0.855,1,3,15,283,1,invalid_payment_method,card,2,high,3,6,CUSTOMER_MESSAGE,0,0
0.855,1,3,15,283,1,repeated_failure,wallet,3,low,18,5,RETRY_LATER,1,0
0.855,1,3,15,283,1,repeated_failure,wallet,3,low,18,5,RETRY_LATER,6,0
0.855,1,3,15,283,1,repeated_failure,wallet,3,low,18,5,RETRY_LATER,24,0
0.855,1,3,15,283,1,repeated_failure,wallet,3,low,18,5,ALTERNATIVE_PAYMENT,0,0
0.855,1,3,15,283,1,repeated_failure,wallet,3,low,18,5,CUSTOMER_MESSAGE,0,0
0.855,1,2,15,283,1,temporary_failure,upi,1,high,2,4,RETRY_LATER,1,1
0.855,1,2,15,283,1,temporary_failure,upi,1,high,2,4,RETRY_LATER,6,1
0.855,1,2,15,283,1,temporary_failure,upi,1,high,2,4,RETRY_LATER,24,1
0.855,1,2,15,283,1,temporary_failure,upi,1,high,2,4,ALTERNATIVE_PAYMENT,0,1
0.855,1,2,15,283,1,temporary_failure,upi,1,high,2,4,CUSTOMER_MESSAGE,0,1
0.855,1,2,15,283,1,unknown,card,1,high,20,2,RETRY_LATER,1,0
0.855,1,2,15,283,1,unknown,card,1,high,20,2,RETRY_LATER,6,0
0.855,1,2,15,283,1,unknown,card,1,high,20,2,RETRY_LATER,24,1
0.855,1,2,15,283,1,unknown,card,1,high,20,2,ALTERNATIVE_PAYMENT,0,0
0.855,1,2,15,283,1,unknown,card,1,high,20,2,CUSTOMER_MESSAGE,0,0
0.759,7,2,5,241,1,invalid_payment_method,card,2,low,14,1,RETRY_LATER,1,0
0.759,7,2,5,241,1,invalid_payment_method,card,2,low,14,1,RETRY_LATER,6,0
0.759,7,2,5,241,1,invalid_payment_method,card,2,low,14,1,RETRY_LATER,24,0
0.759,7,2,5,241,1,invalid_payment_method,card,2,low,14,1,ALTERNATIVE_PAYMENT,0,1
0.759,7,2,5,241,1,invalid_payment_method,card,2,low,14,1,CUSTOMER_MESSAGE,0,1
0.759,7,2,5,241,1,unknown,card,1,medium,8,4,RETRY_LATER,1,1
0.759,7,2,5,241,1,unknown,card,1,medium,8,4,RETRY_LATER,6,1
0.759,7,2,5,241,1,unknown,card,1,medium,8,4,RETRY_LATER,24,0
0.759,7,2,5,241,1,unknown,card,1,medium,8,4,ALTERNATIVE_PAYMENT,0,1
0.759,7,2,5,241,1,unknown,card,1,medium,8,4,CUSTOMER_MESSAGE,0,0
0.759,7,2,5,241,1,unknown,card,2,high,15,3,RETRY_LATER,1,1
0.759,7,2,5,241,1,unknown,card,2,high,15,3,RETRY_LATER,6,1
0.759,7,2,5,241,1,unknown,card,2,high,15,3,RETRY_LATER,24,0
0.759,7,2,5,241,1,unknown,card,2,high,15,3,ALTERNATIVE_PAYMENT,0,1
0.759,7,2,5,241,1,unknown,card,2,high,15,3,CUSTOMER_MESSAGE,0,0
0.759,7,2,5,241,1,unknown,upi,1,high,10,2,RETRY_LATER,1,1
0.759,7,2,5,241,1,unknown,upi,1,high,10,2,RETRY_LATER,6,1
0.759,7,2,5,241,1,unknown,upi,1,high,10,2,RETRY_LATER,24,1
0.759,7,2,5,241,1,unknown,upi,1,high,10,2,ALTERNATIVE_PAYMENT,0,1
0.759,7,2,5,241,1,unknown,upi,1,high,10,2,CUSTOMER_MESSAGE,0,1
0.759,7,4,5,241,1,processor_timeout,card,1,medium,23,4,RETRY_LATER,1,1
0.759,7,4,5,241,1,processor_timeout,card,1,medium,23,4,RETRY_LATER,6,1
0.759,7,4,5,241,1,processor_timeout,card,1,medium,23,4,RETRY_LATER,24,1
0.759,7,4,5,241,1,processor_timeout,card,1,medium,23,4,ALTERNATIVE_PAYMENT,0,1
0.759,7,4,5,241,1,processor_timeout,card,1,medium,23,4,CUSTOMER_MESSAGE,0,1
0.978,4,4,14,355,1,processor_timeout,upi,1,high,8,0,RETRY_LATER,1,1
0.978,4,4,14,355,1,processor_timeout,upi,1,high,8,0,RETRY_LATER,6,1
0.978,4,4,14,355,1,processor_timeout,upi,1,high,8,0,RETRY_LATER,24,1
0.978,4,4,14,355,1,processor_timeout,upi,1,high,8,0,ALTERNATIVE_PAYMENT,0,0
0.978,4,4,14,355,1,processor_timeout,upi,1,high,8,0,CUSTOMER_MESSAGE,0,0
0.978,4,1,14,355,1,temporary_failure,upi,1,medium,5,0,RETRY_LATER,1,1
0.978,4,1,14,355,1,temporary_failure,upi,1,medium,5,0,RETRY_LATER,6,1
0.978,4,1,14,355,1,temporary_failure,upi,1,medium,5,0,RETRY_LATER,24,1
0.978,4,1,14,355,1,temporary_failure,upi,1,medium,5,0,ALTERNATIVE_PAYMENT,0,1
0.978,4,1,14,355,1,temporary_failure,upi,1,medium,5,0,CUSTOMER_MESSAGE,0,0
0.978,4,1,14,355,1,temporary_failure,card,1,high,2,1,RETRY_LATER,1,1
