historical_success_rate,historical_failure_count,consecutive_failures,total_orders,customer_age_days,previous_recovery_success,root_cause,payment_method,attempt_number,amount_bucket,hour_of_day,day_of_week,action_type,delay_hours,recovered
0.872,3,3,2,25,0,bank_unavailable,upi,1,medium,1,6,ALTERNATIVE_PAYMENT,0,1
0.872,3,3,2,25,0,bank_unavailable,upi,1,medium,1,6,CUSTOMER_MESSAGE,0,0
0.872,3,1,2,25,0,unknown,card,1,low,13,2,RETRY_LATER,1,1
0.872,3,1,2,25,0,unknown,card,1,low,13,2,RETRY_LATER,6,1
0.872,3,1,2,25,0,unknown,card,1,low,13,2,RETRY_LATER,24,1
0.872,3,1,2,25,0,unknown,card,1,low,13,2,ALTERNATIVE_PAYMENT,0,1
0.872,3,1,2,25,0,unknown,card,1,low,13,2,CUSTOMER_MESSAGE,0,0
0.872,3,1,2,25,0,unknown,upi,1,high,14,2,RETRY_LATER,1,1
0.872,3,1,2,25,0,unknown,upi,1,high,14,2,RETRY_LATER,6,1
0.872,3,1,2,25,0,unknown,upi,1,high,14,2,RETRY_LATER,24,1
0.872,3,1,2,25,0,unknown,upi,1,high,14,2,ALTERNATIVE_PAYMENT,0,0
0.872,3,1,2,25,0,unknown,upi,1,high,14,2,CUSTOMER_MESSAGE,0,0
0.872,3,1,2,25,0,unknown,card,1,medium,2,5,RETRY_LATER,1,0
0.872,3,1,2,25,0,unknown,card,1,medium,2,5,RETRY_LATER,6,1
0.872,3,1,2,25,0,unknown,card,1,medium,2,5,RETRY_LATER,24,1
0.872,3,1,2,25,0,unknown,card,1,medium,2,5,ALTERNATIVE_PAYMENT,0,0
0.872,3,1,2,25,0,unknown,card,1,medium,2,5,CUSTOMER_MESSAGE,0,0
0.539,1,3,2,42,0,repeated_failure,upi,2,low,4,4,RETRY_LATER,1,0
0.539,1,3,2,42,0,repeated_failure,upi,2,low,4,4,RETRY_LATER,6,0
0.539,1,3,2,42,0,repeated_failure,upi,2,low,4,4,RETRY_LATER,24,0
0.539,1,3,2,42,0,repeated_failure,upi,2,low,4,4,ALTERNATIVE_PAYMENT,0,0
0.539,1,3,2,42,0,repeated_failure,upi,2,low,4,4,CUSTOMER_MESSAGE,0,0
0.539,1,2,2,42,0,unknown,card,1,medium,3,2,RETRY_LATER,1,1
0.539,1,2,2,42,0,unknown,card,1,medium,3,2,RETRY_LATER,6,0
0.539,1,2,2,42,0,unknown,card,1,medium,3,2,RETRY_LATER,24,1
0.539,1,2,2,42,0,unknown,card,1,medium,3,2,ALTERNATIVE_PAYMENT,0,1
0.539,1,2,2,42,0,unknown,card,1,medium,3,2,CUSTOMER_MESSAGE,0,0
0.539,1,1,2,42,0,bank_unavailable,wallet,2,low,7,3,RETRY_LATER,1,0
0.539,1,1,2,42,0,bank_unavailable,wallet,2,low,7,3,RETRY_LATER,6,0
0.539,1,1,2,42,0,bank_unavailable,wallet,2,low,7,3,RETRY_LATER,24,0
0.539,1,1,2,42,0,bank_unavailable,wallet,2,low,7,3,ALTERNATIVE_PAYMENT,0,0
0.539,1,1,2,42,0,bank_unavailable,wallet,2,low,7,3,CUSTOMER_MESSAGE,0,1
0.539,1,2,2,42,0,bank_unavailable,card,1,low,2,1,RETRY_LATER,1,0
0.539,1,2,2,42,0,bank_unavailable,card,1,low,2,1,RETRY_LATER,6,1
0.539,1,2,2,42,0,bank_unavailable,card,1,low,2,1,RETRY_LATER,24,1
0.539,1,2,2,42,0,bank_unavailable,card,1,low,2,1,ALTERNATIVE_PAYMENT,0,1
0.539,1,2,2,42,0,bank_unavailable,card,1,low,2,1,CUSTOMER_MESSAGE,0,0
0.539,1,1,2,42,0,repeated_failure,card,2,high,21,6,RETRY_LATER,1,0
0.539,1,1,2,42,0,repeated_failure,card,2,high,21,6,RETRY_LATER,6,1
0.539,1,1,2,42,0,repeated_failure,card,2,high,21,6,RETRY_LATER,24,0
0.539,1,1,2,42,0,repeated_failure,card,2,high,21,6,ALTERNATIVE_PAYMENT,0,0
0.539,1,1,2,42,0,repeated_failure,card,2,high,21,6,CUSTOMER_MESSAGE,0,0
0.769,6,3,4,273,0,card_expired,upi,1,low,17,3,RETRY_LATER,1,0
0.769,6,3,4,273,0,card_expired,upi,1,low,17,3,RETRY_LATER,6,0
0.769,6,3,4,273,0,card_expired,upi,1,low,17,3,RETRY_LATER,24,0
0.769,6,3,4,273,0,card_expired,upi,1,low,17,3,ALTERNATIVE_PAYMENT,0,1
0.769,6,3,4,273,0,card_expired,upi,1,low,17,3,CUSTOMER_MESSAGE,0,0
0.769,6,1,4,273,0,card_expired,netbanking,1,medium,7,3,RETRY_LATER,1,0
0.769,6,1,4,273,0,card_expired,netbanking,1,medium,7,3,RETRY_LATER,6,1
0.769,6,1,4,273,0,card_expired,netbanking,1,medium,7,3,RETRY_LATER,24,0
0.769,6,1,4,273,0,card_expired,netbanking,1,medium,7,3,ALTERNATIVE_PAYMENT,0,0
0.769,6,1,4,273,0,card_expired,netbanking,1,medium,7,3,CUSTOMER_MESSAGE,0,1
